case_id,method,n_scored_components,top_score,second_score,largest_gap_k,largest_gap
BraTS-GLI-02897-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02897-101,sustraccion,9,1.0,1.0,7,0.05773127079009999
BraTS-GLI-02897-101,variational_spline,1,1.0,,1,
BraTS-GLI-02901-100,gmm_2d,8,1.0,1.0,5,0.11349654197692871
BraTS-GLI-02901-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02901-100,otsu_T1c,1,0.9866998195648192,,1,
BraTS-GLI-02901-100,sustraccion,8,1.0,1.0,7,0.1374759078025818
BraTS-GLI-02901-100,variational_spline,1,1.0,,1,
BraTS-GLI-02905-100,gmm_2d,10,1.0,1.0,9,0.13705354928970337
BraTS-GLI-02905-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-02905-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02905-100,sustraccion,10,1.0,1.0,9,0.05300772190094005
BraTS-GLI-02905-100,variational_spline,1,1.0,,1,
BraTS-GLI-02917-101,gmm_2d,7,1.0,1.0,1,0.0
BraTS-GLI-02917-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02917-101,otsu_T1c,1,0.9686617851257324,,1,
BraTS-GLI-02917-101,sustraccion,9,1.0,1.0,8,0.4124351143836976
BraTS-GLI-02917-101,variational_spline,1,1.0,,1,
BraTS-GLI-02934-101,gmm_2d,10,1.0,1.0,9,0.7940220832824707
BraTS-GLI-02934-101,gmm_T1c,1,0.9762575030326844,,1,
BraTS-GLI-02934-101,otsu_T1c,1,0.9762575030326844,,1,
BraTS-GLI-02934-101,sustraccion,10,1.0,1.0,9,0.19731837511062622
BraTS-GLI-02934-101,variational_spline,1,0.9762575030326844,,1,
BraTS-GLI-02947-100,gmm_2d,10,1.0,1.0,9,0.056395649909973256
BraTS-GLI-02947-100,gmm_T1c,1,0.704156756401062,,1,
BraTS-GLI-02947-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-02947-100,sustraccion,9,1.0,1.0,7,0.10222667455673218
BraTS-GLI-02947-100,variational_spline,1,1.0,,1,
BraTS-GLI-02983-101,gmm_2d,10,1.0,1.0,8,0.08925169706344604
BraTS-GLI-02983-101,gmm_T1c,1,0.9688605666160583,,1,
BraTS-GLI-02983-101,otsu_T1c,1,0.8449192643165588,,1,
BraTS-GLI-02983-101,sustraccion,8,1.0,1.0,7,0.2171728014945985
BraTS-GLI-02983-101,variational_spline,1,0.9688605666160583,,1,
BraTS-GLI-02984-101,gmm_2d,9,1.0,1.0,5,0.12757045030593872
BraTS-GLI-02984-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02984-101,otsu_T1c,1,0.9536492824554444,,1,
BraTS-GLI-02984-101,sustraccion,8,1.0,1.0,6,0.24395948648452748
BraTS-GLI-02984-101,variational_spline,1,1.0,,1,
BraTS-GLI-02985-101,gmm_2d,9,1.0,1.0,8,0.12629783153533936
BraTS-GLI-02985-101,gmm_T1c,1,0.7533441185951233,,1,
BraTS-GLI-02985-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02985-101,sustraccion,10,1.0,1.0,1,0.0
BraTS-GLI-02985-101,variational_spline,1,1.0,,1,
BraTS-GLI-02992-101,gmm_2d,10,1.0,1.0,9,0.06546998023986816
BraTS-GLI-02992-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02992-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02992-101,sustraccion,7,1.0,1.0,4,0.05703264474868763
BraTS-GLI-02992-101,variational_spline,1,1.0,,1,
BraTS-GLI-02996-101,gmm_2d,9,1.0,1.0,8,0.07451921701431286
BraTS-GLI-02996-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-02996-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-02996-101,sustraccion,10,1.0,1.0,9,0.20048731565475453
BraTS-GLI-02996-101,variational_spline,1,1.0,,1,
BraTS-GLI-03009-100,gmm_2d,9,1.0,1.0,7,0.2831416130065918
BraTS-GLI-03009-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03009-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03009-100,sustraccion,9,1.0,1.0,8,0.2916663885116577
BraTS-GLI-03009-100,variational_spline,1,1.0,,1,
BraTS-GLI-03010-100,gmm_2d,8,1.0,1.0,7,0.2519856095314026
BraTS-GLI-03010-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03010-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03010-100,sustraccion,7,1.0,1.0,5,0.14413851499557495
BraTS-GLI-03010-100,variational_spline,1,1.0,,1,
BraTS-GLI-03019-101,gmm_2d,8,1.0,1.0,7,0.39082732051610947
BraTS-GLI-03019-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-03019-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-03019-101,sustraccion,10,1.0,1.0,8,0.37580204010009766
BraTS-GLI-03019-101,variational_spline,1,1.0,,1,
BraTS-GLI-03020-100,gmm_2d,8,1.0,1.0,5,0.14292806386947632
BraTS-GLI-03020-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03020-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03020-100,sustraccion,8,1.0,1.0,7,0.08546936511993419
BraTS-GLI-03020-100,variational_spline,1,1.0,,1,
BraTS-GLI-03025-101,gmm_2d,10,1.0,1.0,8,0.05340594053268444
BraTS-GLI-03025-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-03025-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-03025-101,sustraccion,10,1.0,1.0,8,0.06117355823516846
BraTS-GLI-03025-101,variational_spline,1,1.0,,1,
BraTS-GLI-03026-101,gmm_2d,8,1.0,1.0,7,0.33949714899063116
BraTS-GLI-03026-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-03026-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-03026-101,sustraccion,10,1.0,1.0,8,0.2543385624885559
BraTS-GLI-03026-101,variational_spline,1,1.0,,1,
BraTS-GLI-03027-100,gmm_2d,10,1.0,1.0,8,0.04608917236328125
BraTS-GLI-03027-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03027-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03027-100,sustraccion,10,1.0,1.0,9,0.1734321713447572
BraTS-GLI-03027-100,variational_spline,1,1.0,,1,
BraTS-GLI-03027-101,gmm_2d,10,1.0,1.0,1,0.0
BraTS-GLI-03027-101,gmm_T1c,1,1.0,,1,
BraTS-GLI-03027-101,otsu_T1c,1,1.0,,1,
BraTS-GLI-03027-101,sustraccion,10,1.0,1.0,9,0.7828070223331451
BraTS-GLI-03027-101,variational_spline,1,1.0,,1,
BraTS-GLI-03059-100,gmm_2d,10,1.0,1.0,9,0.025177299976348766
BraTS-GLI-03059-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03059-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03059-100,sustraccion,9,1.0,1.0,8,0.025177299976348766
BraTS-GLI-03059-100,variational_spline,1,1.0,,1,
BraTS-GLI-03060-102,gmm_2d,10,1.0,1.0,9,0.14377927780151367
BraTS-GLI-03060-102,gmm_T1c,1,0.9479747414588928,,1,
BraTS-GLI-03060-102,otsu_T1c,1,1.0,,1,
BraTS-GLI-03060-102,sustraccion,10,1.0,1.0,9,0.06443023681640625
BraTS-GLI-03060-102,variational_spline,1,0.9479747414588928,,1,
BraTS-GLI-03063-100,gmm_2d,9,1.0,1.0,1,0.0
BraTS-GLI-03063-100,gmm_T1c,1,1.0,,1,
BraTS-GLI-03063-100,otsu_T1c,1,1.0,,1,
BraTS-GLI-03063-100,sustraccion,10,1.0,1.0,9,0.1458050012588501
BraTS-GLI-03063-100,variational_spline,1,1.0,,1,
