case_id,method,pred_path,pred_exists,gt_path,gt_exists
BraTS-GLI-02118-100,gmm_T1c,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,level_set,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_level_set.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,otsu_T1c,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,rango_doble,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,spline,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_spline.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,sustraccion,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02118-100,variational_spline,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02118-100\BraTS-GLI-02118-100-seg.nii.gz,True
BraTS-GLI-02139-100,bspline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_bspline.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,fast_marching,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,gmm_2d,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,gmm_T1c,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,level_set,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_level_set.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,otsu_T1c,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,rango_doble,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,spline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_spline.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,sustraccion,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02139-100,variational_spline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02139-100\BraTS-GLI-02139-100-seg.nii.gz,True
BraTS-GLI-02143-100,bspline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_bspline.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,fast_marching,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,gmm_2d,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,gmm_T1c,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,level_set,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_level_set.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,otsu_T1c,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,rango_doble,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,spline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_spline.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,sustraccion,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02143-100,variational_spline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02143-100\BraTS-GLI-02143-100-seg.nii.gz,True
BraTS-GLI-02151-100,bspline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_bspline.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,fast_marching,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,gmm_2d,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,gmm_T1c,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,level_set,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_level_set.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,otsu_T1c,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,rango_doble,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,spline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_spline.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,sustraccion,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02151-100,variational_spline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02151-100\BraTS-GLI-02151-100-seg.nii.gz,True
BraTS-GLI-02156-100,bspline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_bspline.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,fast_marching,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,gmm_2d,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,gmm_T1c,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,level_set,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_level_set.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,otsu_T1c,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,rango_doble,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,spline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_spline.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,sustraccion,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02156-100,variational_spline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02156-100\BraTS-GLI-02156-100-seg.nii.gz,True
BraTS-GLI-02157-100,bspline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_bspline.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,fast_marching,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,gmm_2d,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,gmm_T1c,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,level_set,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_level_set.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,otsu_T1c,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,rango_doble,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,spline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_spline.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,sustraccion,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02157-100,variational_spline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02157-100\BraTS-GLI-02157-100-seg.nii.gz,True
BraTS-GLI-02158-100,bspline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_bspline.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,fast_marching,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,gmm_2d,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,gmm_T1c,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,level_set,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_level_set.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,otsu_T1c,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,rango_doble,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,spline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_spline.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,sustraccion,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02158-100,variational_spline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02158-100\BraTS-GLI-02158-100-seg.nii.gz,True
BraTS-GLI-02169-100,bspline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_bspline.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,fast_marching,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_fast_marching.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,gmm_2d,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_gmm_2d.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,gmm_T1c,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_gmm_T1c.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,level_set,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_level_set.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,otsu_T1c,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_otsu_T1c.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,rango_doble,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_rango_doble.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,spline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_spline.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,sustraccion,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_sustraccion.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
BraTS-GLI-02169-100,variational_spline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_variational_spline.nii.gz,True,images\BraTS-GLI-02169-100\BraTS-GLI-02169-100-seg.nii.gz,True
