case_id,metodo,vol_bin,focality,global_dice,lesionwise_dice_mean_prefix,gt_components_prefix,pred_components_prefix,lesionwise_dice_mean_corrected,gt_components_corrected,pred_components_corrected,lesion_tp,lesion_fn,lesion_fp,lesionwise_delta
BraTS-GLI-03020-100,sustraccion,large,multifocal,0.1887663832486405,0.0535744279623031,4,153,0.0020027824211865,2,107,2.0,0.0,105.0,-0.0515716455411166
BraTS-GLI-03020-100,gmm_2d,large,multifocal,0.1230087673921982,0.0406951680779457,4,200,0.0008098540711216,2,200,1.0,1.0,199.0,-0.0398853140068241
BraTS-GLI-03025-101,sustraccion,small,unifocal,0.0140183875135954,0.0051809176802635,3,329,7.889722473919392e-05,1,197,1.0,0.0,196.0,-0.005102020455524306
BraTS-GLI-03025-101,gmm_2d,small,unifocal,0.0098699375986182,0.051323976367712,3,150,7.409854151774198e-05,1,150,1.0,0.0,149.0,-0.05124987782619426
BraTS-GLI-03026-101,otsu_T1c,medium,multifocal,0.0005735315203364,0.0001444999652449,5,1,0.000180624963832,4,1,1.0,3.0,0.0,3.612499858709998e-05
BraTS-GLI-03026-101,gmm_T1c,medium,multifocal,0.0005439463306287,0.0001352341205347,5,1,0.0001690426579443,4,1,1.0,3.0,0.0,3.38085374096e-05
BraTS-GLI-03026-101,sustraccion,medium,multifocal,0.0787103186929241,0.1649239361286163,5,322,0.0034647884313017,4,236,2.0,2.0,234.0,-0.1614591476973146
BraTS-GLI-03026-101,gmm_2d,medium,multifocal,0.0043809057755717,0.0074737565591931,5,125,0.0002942423743661,4,125,2.0,2.0,123.0,-0.007179514184827
BraTS-GLI-03026-101,variational_spline,medium,multifocal,0.0005439216752787,0.0001352264953311,5,1,0.0001690331264398,4,1,1.0,3.0,0.0,3.380663110869999e-05
BraTS-GLI-03027-100,sustraccion,small,multifocal,0.0280537803514449,0.0015748813748359,12,333,9.946618956746534e-05,2,189,1.0,1.0,188.0,-0.0014754151852684346
BraTS-GLI-03027-100,gmm_2d,small,multifocal,0.0282073993322886,0.0047844531945884,12,111,0.0005172381643205,2,111,2.0,0.0,109.0,-0.004267215030267901
BraTS-GLI-03027-101,sustraccion,small,multifocal,0.0117564919709015,0.0920788347721099,11,332,0.00509211467579,4,190,4.0,0.0,186.0,-0.0869867200963199
BraTS-GLI-03027-101,gmm_2d,small,multifocal,0.0108794683530735,0.0289482064545154,11,136,0.0023243085015565,4,136,3.0,1.0,133.0,-0.0266238979529589
BraTS-GLI-03059-100,otsu_T1c,small,multifocal,0.0028920007493443,0.0001551448367536,7,1,0.0001810023095458,6,1,1.0,5.0,0.0,2.585747279220001e-05
BraTS-GLI-03059-100,gmm_T1c,small,multifocal,0.0033817539005456,0.0004195168439764,7,1,0.0004894363228231,6,1,1.0,5.0,0.0,6.991947884669997e-05
BraTS-GLI-03059-100,sustraccion,small,multifocal,0.00995691098176,0.2832752764225006,7,361,0.0089283669367432,6,221,5.0,1.0,216.0,-0.2743469094857574
BraTS-GLI-03059-100,gmm_2d,small,multifocal,0.0112395427549651,0.000797365384642,7,189,2.877091537811793e-05,6,189,1.0,5.0,188.0,-0.000768594469263882
BraTS-GLI-03059-100,variational_spline,small,multifocal,0.0033809743353311,0.0004194141947664,7,1,0.0004893165896646,6,1,1.0,5.0,0.0,6.990239489819997e-05
BraTS-GLI-03060-102,sustraccion,small,unifocal,0.0181349175330258,0.4993197321891784,1,309,0.0025218168739229,1,198,1.0,0.0,197.0,-0.4967979153152555
BraTS-GLI-03060-102,gmm_2d,small,unifocal,0.0240274843693318,0.6102650761604309,1,120,0.005085542332381,1,120,1.0,0.0,119.0,-0.6051795338280499
BraTS-GLI-03063-100,otsu_T1c,medium,multifocal,0.0080971659919028,0.0009770395699888,15,1,0.0036638984456658,4,1,1.0,3.0,0.0,0.002686858875677
BraTS-GLI-03063-100,gmm_T1c,medium,multifocal,0.0083122515359595,0.0009324968559667,15,1,0.0034968631807714,4,1,1.0,3.0,0.0,0.0025643663248047
BraTS-GLI-03063-100,sustraccion,medium,multifocal,0.1002032446994023,0.1083855181932449,15,287,0.0090145850554108,4,176,4.0,0.0,172.0,-0.0993709331378341
BraTS-GLI-03063-100,gmm_2d,medium,multifocal,0.0895562892939526,0.0328365676105022,15,324,0.000604735861998,4,324,2.0,2.0,322.0,-0.0322318317485042
BraTS-GLI-03063-100,variational_spline,medium,multifocal,0.0083122515359595,0.0009324968559667,15,1,0.0034968631807714,4,1,1.0,3.0,0.0,0.0025643663248047
