case_id,metodo,vol_bin,focality,fold,et_present_manifest,et_mm3_manifest,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1,hd95_mm
BraTS-GLI-02216-100,sustraccion,medium,multifocal,1.0,1,4202.0,4202,78915,0.03854807079177545,0.019652824633503038,18.78034269395526,,True,2,171,2.0,0.151032954454422,0.151032954454422,1.0,1.0,106.51760417883985
BraTS-GLI-02216-100,gmm_2d,medium,multifocal,1.0,1,4202.0,4202,93214,0.03810462347047713,0.019422352448723316,22.18324607329843,,True,2,100,1.0,0.044936131685972214,0.044936131685972214,0.5,0.0,106.68176976409794
BraTS-GLI-02216-100,variational_spline,medium,multifocal,1.0,1,4202.0,4202,9671,0.01975059468031428,0.009973791496796738,2.301523084245597,,False,2,1,1.0,0.009914604015648365,0.009914604015648365,0.5,0.0,62.13774593461042
BraTS-GLI-02217-100,otsu_T1c,small,unifocal,4.0,1,2.0,2,7517,0.0,0.0,3758.5,,False,1,1,0.0,0.0,0.0,0.0,0.0,97.74456506629922
BraTS-GLI-02217-100,gmm_T1c,small,unifocal,4.0,1,2.0,2,6441,0.0,0.0,3220.5,,False,1,1,0.0,0.0,0.0,0.0,0.0,97.26869997986167
BraTS-GLI-02217-100,sustraccion,small,unifocal,4.0,1,2.0,2,67586,5.918210333195242e-05,2.9591927322226496e-05,33793.0,,True,1,310,1.0,6.978123565204442e-05,6.978123565204442e-05,1.0,0.0,107.07940978544848
BraTS-GLI-02217-100,gmm_2d,small,unifocal,4.0,1,2.0,2,70200,0.0,0.0,35100.0,,True,1,119,0.0,0.0,0.0,0.0,0.0,107.73114684249862
BraTS-GLI-02217-100,variational_spline,small,unifocal,4.0,1,2.0,2,6441,0.0,0.0,3220.5,,False,1,1,0.0,0.0,0.0,0.0,0.0,97.26869997986167
BraTS-GLI-02220-102,otsu_T1c,absent,unifocal,2.0,0,0.0,0,454265,,,,False,True,0,1,,,,,,
BraTS-GLI-02220-102,gmm_T1c,absent,unifocal,2.0,0,0.0,0,1046839,,,,False,True,0,1,,,,,,
BraTS-GLI-02220-102,sustraccion,absent,unifocal,2.0,0,0.0,0,53831,,,,False,True,0,319,,,,,,
BraTS-GLI-02220-102,gmm_2d,absent,unifocal,2.0,0,0.0,0,74455,,,,False,True,0,159,,,,,,
BraTS-GLI-02220-102,variational_spline,absent,unifocal,2.0,0,0.0,0,151459,,,,False,True,0,1,,,,,,
BraTS-GLI-02221-100,otsu_T1c,medium,multifocal,2.0,1,6451.0,6451,14781,0.0,0.0,2.291272670903736,,True,2,1,0.0,0.0,0.0,0.0,0.0,78.81624198095213
BraTS-GLI-02221-100,gmm_T1c,medium,multifocal,2.0,1,6451.0,6451,16525,0.0,0.0,2.5616183537436057,,True,2,1,0.0,0.0,0.0,0.0,0.0,78.8612705474832
BraTS-GLI-02221-100,sustraccion,medium,multifocal,2.0,1,6451.0,6451,71448,0.08752358823604925,0.04576453215196671,11.075492171756316,,True,2,264,2.0,0.7174040079116821,0.7174040079116821,1.0,1.0,89.00561780022652
BraTS-GLI-02221-100,gmm_2d,medium,multifocal,2.0,1,6451.0,6451,77458,0.1261604833808054,0.06732726162613209,12.007130677414354,,True,2,121,2.0,0.7674238681793213,0.7674238681793213,1.0,1.0,91.40021881811882
BraTS-GLI-02221-100,variational_spline,medium,multifocal,2.0,1,6451.0,6451,16533,0.0,0.0,2.5628584715547977,,True,2,1,0.0,0.0,0.0,0.0,0.0,78.87711956173364
BraTS-GLI-02227-100,otsu_T1c,absent,unifocal,1.0,0,0.0,0,7462,,,,False,False,0,1,,,,,,
BraTS-GLI-02227-100,gmm_T1c,absent,unifocal,1.0,0,0.0,0,7234,,,,False,False,0,1,,,,,,
BraTS-GLI-02227-100,sustraccion,absent,unifocal,1.0,0,0.0,0,68235,,,,False,True,0,364,,,,,,
BraTS-GLI-02227-100,gmm_2d,absent,unifocal,1.0,0,0.0,0,87608,,,,False,True,0,133,,,,,,
BraTS-GLI-02227-100,variational_spline,absent,unifocal,1.0,0,0.0,0,7234,,,,False,False,0,1,,,,,,
BraTS-GLI-02229-100,otsu_T1c,absent,unifocal,4.0,0,0.0,0,13528,,,,False,True,0,1,,,,,,
BraTS-GLI-02229-100,gmm_T1c,absent,unifocal,4.0,0,0.0,0,14117,,,,False,True,0,1,,,,,,
BraTS-GLI-02229-100,sustraccion,absent,unifocal,4.0,0,0.0,0,77112,,,,False,True,0,185,,,,,,
BraTS-GLI-02229-100,gmm_2d,absent,unifocal,4.0,0,0.0,0,148186,,,,False,True,0,125,,,,,,
BraTS-GLI-02229-100,variational_spline,absent,unifocal,4.0,0,0.0,0,14118,,,,False,True,0,1,,,,,,
BraTS-GLI-02230-100,otsu_T1c,absent,unifocal,2.0,0,0.0,0,7981,,,,False,False,0,1,,,,,,
BraTS-GLI-02230-100,gmm_T1c,absent,unifocal,2.0,0,0.0,0,1152995,,,,False,True,0,1,,,,,,
BraTS-GLI-02230-100,sustraccion,absent,unifocal,2.0,0,0.0,0,73128,,,,False,True,0,362,,,,,,
BraTS-GLI-02230-100,gmm_2d,absent,unifocal,2.0,0,0.0,0,93089,,,,False,True,0,130,,,,,,
BraTS-GLI-02230-100,variational_spline,absent,unifocal,2.0,0,0.0,0,184551,,,,False,True,0,1,,,,,,
BraTS-GLI-02238-102,otsu_T1c,small,unifocal,4.0,1,26.0,26,10849,0.0,0.0,417.2692307692308,,True,1,1,0.0,0.0,0.0,0.0,0.0,151.88482478509826
BraTS-GLI-02238-102,gmm_T1c,small,unifocal,4.0,1,26.0,26,10634,0.0,0.0,409.0,,True,1,1,0.0,0.0,0.0,0.0,0.0,151.8979920867949
BraTS-GLI-02238-102,sustraccion,small,unifocal,4.0,1,26.0,26,81434,0.0,0.0,3132.076923076923,,True,1,286,0.0,0.0,0.0,0.0,0.0,146.88771221582832
BraTS-GLI-02238-102,gmm_2d,small,unifocal,4.0,1,26.0,26,168267,0.0002852168539392607,0.00014262876703373764,6471.807692307692,,True,1,163,1.0,0.75,0.75,1.0,1.0,146.40013661195812
BraTS-GLI-02238-102,variational_spline,small,unifocal,4.0,1,26.0,26,10636,0.0,0.0,409.0769230769231,,True,1,1,0.0,0.0,0.0,0.0,0.0,151.8979920867949
BraTS-GLI-02243-101,otsu_T1c,small,unifocal,0.0,1,2.0,2,9214,0.0,0.0,4607.0,,False,2,1,0.0,0.0,0.0,0.0,0.0,105.05712731652241
BraTS-GLI-02243-101,gmm_T1c,small,unifocal,0.0,1,2.0,2,10263,0.0,0.0,5131.5,,True,2,1,0.0,0.0,0.0,0.0,0.0,104.81412118603103
BraTS-GLI-02243-101,sustraccion,small,unifocal,0.0,1,2.0,2,85396,2.341975221902152e-05,1.1710013232314953e-05,42698.0,,True,2,385,1.0,0.04545454680919647,0.04545454680919647,0.5,0.0,102.32301793829187
BraTS-GLI-02243-101,gmm_2d,small,unifocal,0.0,1,2.0,2,121420,0.0,0.0,60710.0,,True,2,159,0.0,0.0,0.0,0.0,0.0,103.14068062602651
BraTS-GLI-02243-101,variational_spline,small,unifocal,0.0,1,2.0,2,10263,0.0,0.0,5131.5,,True,2,1,0.0,0.0,0.0,0.0,0.0,104.81412118603103
BraTS-GLI-02245-100,otsu_T1c,absent,unifocal,2.0,0,0.0,0,18535,,,,False,True,0,1,,,,,,
BraTS-GLI-02245-100,gmm_T1c,absent,unifocal,2.0,0,0.0,0,19865,,,,False,True,0,1,,,,,,
BraTS-GLI-02245-100,sustraccion,absent,unifocal,2.0,0,0.0,0,52092,,,,False,True,0,156,,,,,,
BraTS-GLI-02245-100,gmm_2d,absent,unifocal,2.0,0,0.0,0,177358,,,,False,True,0,138,,,,,,
BraTS-GLI-02245-100,variational_spline,absent,unifocal,2.0,0,0.0,0,19868,,,,False,True,0,1,,,,,,
BraTS-GLI-02245-103,otsu_T1c,small,multifocal,2.0,1,1089.0,1089,12908,0.0,0.0,11.85307621671258,,True,4,1,0.0,0.0,0.0,0.0,0.0,90.67524469225324
BraTS-GLI-02245-103,gmm_T1c,small,multifocal,2.0,1,1089.0,1089,14309,0.044551240420833874,0.022783128528728,13.139577594123049,,True,4,1,1.0,0.011377206072211266,0.0,0.25,0.0,90.7154892706891
BraTS-GLI-02245-103,sustraccion,small,multifocal,2.0,1,1089.0,1089,74106,0.021278010506017686,0.010753410847503192,68.0495867768595,,True,4,355,3.0,0.253548264503479,0.22465375065803528,0.75,0.5,89.53100015509177
BraTS-GLI-02245-103,gmm_2d,small,multifocal,2.0,1,1089.0,1089,114493,0.017770933190289145,0.008965125922046178,105.13590449954086,,True,4,171,3.0,0.35906559228897095,0.36160945892333984,0.75,0.5,89.6827742657418
BraTS-GLI-02245-103,variational_spline,small,multifocal,2.0,1,1089.0,1089,14312,0.04454256217128758,0.02277858945411077,13.142332415059688,,True,4,1,1.0,0.011374942027032375,0.0,0.25,0.0,90.72678729211286
BraTS-GLI-02247-100,otsu_T1c,small,unifocal,2.0,1,8.0,8,18791,0.0,0.0,2348.875,,True,1,1,0.0,0.0,0.0,0.0,0.0,117.66477807738389
BraTS-GLI-02247-100,gmm_T1c,small,unifocal,2.0,1,8.0,8,21386,0.0,0.0,2673.25,,True,1,1,0.0,0.0,0.0,0.0,0.0,117.51170154499508
BraTS-GLI-02247-100,sustraccion,small,unifocal,2.0,1,8.0,8,119972,0.0,0.0,14996.5,,True,1,119,0.0,0.0,0.0,0.0,0.0,108.3378973309112
BraTS-GLI-02247-100,gmm_2d,small,unifocal,2.0,1,8.0,8,1036679,1.1575335660618875e-05,5.7877013276022226e-06,129584.875,,True,1,8,1.0,1.1577736586332321e-05,1.1577736586332321e-05,1.0,0.0,110.48076755707302
BraTS-GLI-02247-100,variational_spline,small,unifocal,2.0,1,8.0,8,21345,0.0,0.0,2668.125,,True,1,1,0.0,0.0,0.0,0.0,0.0,117.51170154499508
BraTS-GLI-02247-103,otsu_T1c,small,unifocal,2.0,1,18.0,18,10611,0.0,0.0,589.5,,True,1,1,0.0,0.0,0.0,0.0,0.0,117.14776986651661
BraTS-GLI-02247-103,gmm_T1c,small,unifocal,2.0,1,18.0,18,1249231,0.0,0.0,69401.72222222222,,True,1,1,0.0,0.0,0.0,0.0,0.0,111.1035552986492
BraTS-GLI-02247-103,sustraccion,small,unifocal,2.0,1,18.0,18,73118,0.0,0.0,4062.1111111111113,,True,1,368,0.0,0.0,0.0,0.0,0.0,110.48212517602941
BraTS-GLI-02247-103,gmm_2d,small,unifocal,2.0,1,18.0,18,79417,0.0,0.0,4412.055555555556,,True,1,140,0.0,0.0,0.0,0.0,0.0,112.1695145750395
BraTS-GLI-02247-103,variational_spline,small,unifocal,2.0,1,18.0,18,173580,0.0,0.0,9643.333333333334,,True,1,1,0.0,0.0,0.0,0.0,0.0,109.09170454255447
BraTS-GLI-02248-102,otsu_T1c,absent,unifocal,0.0,0,0.0,0,11100,,,,False,True,0,1,,,,,,
BraTS-GLI-02248-102,gmm_T1c,absent,unifocal,0.0,0,0.0,0,12388,,,,False,True,0,1,,,,,,
BraTS-GLI-02248-102,sustraccion,absent,unifocal,0.0,0,0.0,0,65089,,,,False,True,0,365,,,,,,
BraTS-GLI-02248-102,gmm_2d,absent,unifocal,0.0,0,0.0,0,123514,,,,False,True,0,178,,,,,,
BraTS-GLI-02248-102,variational_spline,absent,unifocal,0.0,0,0.0,0,12388,,,,False,True,0,1,,,,,,
BraTS-GLI-02285-100,otsu_T1c,medium,multifocal,0.0,1,8920.0,8920,14772,0.0,0.0,1.6560538116591927,,True,2,1,0.0,0.0,0.0,0.0,0.0,60.44832503882965
BraTS-GLI-02285-100,gmm_T1c,medium,multifocal,0.0,1,8920.0,8920,21811,0.011584393609059256,0.00582594180604196,2.4451793721973094,,True,2,1,1.0,0.005801069084554911,0.005801069084554911,0.5,0.0,61.386072427078744
BraTS-GLI-02285-100,sustraccion,medium,multifocal,0.0,1,8920.0,8920,79173,0.16046677942628812,0.08723233569885838,8.875896860986547,,True,2,264,2.0,0.5582062602043152,0.5582062602043152,1.0,1.0,94.08506789071261
BraTS-GLI-02285-100,gmm_2d,medium,multifocal,0.0,1,8920.0,8920,137655,0.03469895957700836,0.017655798711397466,15.432174887892376,,True,2,438,1.0,0.026627931743860245,0.026627931743860245,0.5,0.0,99.28242543370907
BraTS-GLI-02285-100,variational_spline,medium,multifocal,0.0,1,8920.0,8920,21816,0.011582509109838626,0.005824988546370835,2.4457399103139013,,True,2,1,1.0,0.005800123792141676,0.005800123792141676,0.5,0.0,61.39218191268331
BraTS-GLI-02300-101,otsu_T1c,large,unifocal,1.0,1,12673.0,12673,15208,0.0,0.0,1.2000315631657856,,True,2,1,0.0,0.0,0.0,0.0,0.0,113.4089943317324
BraTS-GLI-02300-101,gmm_T1c,large,unifocal,1.0,1,12673.0,12673,22582,0.0,0.0,1.7818985244219996,,True,2,1,0.0,0.0,0.0,0.0,0.0,113.78049041905207
BraTS-GLI-02300-101,sustraccion,large,unifocal,1.0,1,12673.0,12673,80214,0.2477418799186108,0.1413843526130178,6.329519450800915,,True,2,236,1.0,0.1322837918996811,0.1322837918996811,0.5,0.5,111.02252023801297
BraTS-GLI-02300-101,gmm_2d,large,unifocal,1.0,1,12673.0,12673,197943,0.021603296995479925,0.010919598158787756,15.619269312712065,,True,2,294,1.0,0.059809356927871704,0.059809356927871704,0.5,0.5,112.52555265360841
BraTS-GLI-02300-101,variational_spline,large,unifocal,1.0,1,12673.0,12673,22584,0.0,0.0,1.782056340250927,,True,2,1,0.0,0.0,0.0,0.0,0.0,113.78049041905207
BraTS-GLI-02306-100,otsu_T1c,large,unifocal,3.0,1,31760.0,31760,22101,0.8166948255695216,0.6901810650516208,0.6958753148614609,,True,1,1,1.0,0.8166947960853577,0.8166947960853577,1.0,1.0,2.23606797749979
BraTS-GLI-02306-100,gmm_T1c,large,unifocal,3.0,1,31760.0,31760,35197,0.8614782621682573,0.7566638681918354,1.1082178841309824,,True,1,1,1.0,0.8614782691001892,0.8614782691001892,1.0,1.0,24.939927826679853
BraTS-GLI-02306-100,sustraccion,large,unifocal,3.0,1,31760.0,31760,102451,0.45300310704785746,0.292827418795515,3.225787153652393,,True,1,265,1.0,0.4864034652709961,0.4864034652709961,1.0,1.0,77.44675590365293
BraTS-GLI-02306-100,gmm_2d,large,unifocal,3.0,1,31760.0,31760,245111,0.027182334011145986,0.01377843197562869,7.717600755667506,,True,1,276,1.0,0.026379039511084557,0.026379039511084557,1.0,0.0,85.37564055396598
BraTS-GLI-02306-100,variational_spline,large,unifocal,3.0,1,31760.0,31760,26502,0.8533177714462257,0.7441623757633816,0.8344458438287153,,True,1,1,1.0,0.8533177971839905,0.8533177971839905,1.0,1.0,5.0
BraTS-GLI-02307-101,otsu_T1c,medium,multifocal,4.0,1,10974.0,10974,20090,0.0,0.0,1.8306907235283396,,True,12,1,0.0,0.0,0.0,0.0,0.0,71.06651804998425
BraTS-GLI-02307-101,gmm_T1c,medium,multifocal,4.0,1,10974.0,10974,29882,0.0010769532014881535,0.0005387667140128325,2.722981592855841,,True,12,1,1.0,0.00011139702837681398,0.0,0.08333333333333333,0.0,72.91913304667709
BraTS-GLI-02307-101,sustraccion,medium,multifocal,4.0,1,10974.0,10974,100070,0.12254601779474802,0.06527244819646968,9.11882631674868,,True,12,232,6.0,0.29848387837409973,0.0004756490816362202,0.5,0.4166666666666667,89.9166280506559
BraTS-GLI-02307-101,gmm_2d,medium,multifocal,4.0,1,10974.0,10974,290166,0.07184698147041244,0.03726207452414905,26.4412247129579,,True,12,184,2.0,0.008956532925367355,0.0,0.16666666666666666,0.0,92.00543462209176
BraTS-GLI-02307-101,variational_spline,medium,multifocal,4.0,1,10974.0,10974,29882,0.0010769532014881535,0.0005387667140128325,2.722981592855841,,True,12,1,1.0,0.00011139702837681398,0.0,0.08333333333333333,0.0,72.91913304667709
BraTS-GLI-02344-100,otsu_T1c,medium,unifocal,0.0,1,5435.0,5435,16642,0.0,0.0,3.0620055197792087,,True,1,1,0.0,0.0,0.0,0.0,0.0,77.21625470366466
BraTS-GLI-02344-100,gmm_T1c,medium,unifocal,0.0,1,5435.0,5435,23601,0.0,0.0,4.342410303587856,,True,1,1,0.0,0.0,0.0,0.0,0.0,77.3937981580026
BraTS-GLI-02344-100,sustraccion,medium,unifocal,0.0,1,5435.0,5435,72366,0.13513965116129611,0.07246636524040583,13.314811407543699,,True,1,200,1.0,0.14586974680423737,0.14586974680423737,1.0,1.0,76.42643521714199
BraTS-GLI-02344-100,gmm_2d,medium,unifocal,0.0,1,5435.0,5435,41975,0.14385150812064965,0.0775,7.723091076356946,,True,1,237,1.0,0.36161187291145325,0.36161187291145325,1.0,1.0,69.46941773183363
BraTS-GLI-02344-100,variational_spline,medium,unifocal,0.0,1,5435.0,5435,23604,0.0,0.0,4.34296228150874,,True,1,1,0.0,0.0,0.0,0.0,0.0,77.3950902835574
BraTS-GLI-02382-100,otsu_T1c,large,multifocal,4.0,1,23526.0,23526,15158,0.6972391686485369,0.535201206444956,0.6443084247215847,,True,3,1,1.0,0.23680837452411652,0.0,0.3333333333333333,0.3333333333333333,4.123105625617661
BraTS-GLI-02382-100,gmm_T1c,large,multifocal,4.0,1,23526.0,23526,45390,0.5475361309420164,0.3769705688425343,1.9293547564396838,,True,3,1,1.0,0.18443356454372406,0.0,0.3333333333333333,0.3333333333333333,52.09606511052442
BraTS-GLI-02382-100,sustraccion,large,multifocal,4.0,1,23526.0,23526,97529,0.3655693692949486,0.22366771793627688,4.145583609623396,,True,3,215,3.0,0.7478737831115723,0.8979591727256775,1.0,1.0,86.72369918309528
BraTS-GLI-02382-100,gmm_2d,large,multifocal,4.0,1,23526.0,23526,258555,0.025425321095713643,0.012876353255893284,10.990181076256057,,True,3,254,1.0,0.009096532128751278,0.0,0.3333333333333333,0.0,98.72259111636804
BraTS-GLI-02382-100,variational_spline,large,multifocal,4.0,1,23526.0,23526,45555,0.5494130079182409,0.3787521954334983,1.936368273399643,,True,3,1,1.0,0.18506111204624176,0.0,0.3333333333333333,0.3333333333333333,52.446161105272374
BraTS-GLI-02498-101,otsu_T1c,small,multifocal,2.0,1,404.0,404,838142,0.0009015605583951268,0.00045098357369882886,2074.608910891089,,True,13,1,1.0,4.7893248847685754e-05,0.0,0.07692307692307693,0.0,104.06248123122954
BraTS-GLI-02498-101,gmm_T1c,small,multifocal,2.0,1,404.0,404,1308551,0.00010542761210278428,5.271658494322653e-05,3238.987623762376,,True,13,1,1.0,4.349951723270351e-06,0.0,0.07692307692307693,0.0,102.92230079045066
BraTS-GLI-02498-101,sustraccion,small,multifocal,2.0,1,404.0,404,129960,0.0028382068669264523,0.0014211201499473801,321.6831683168317,,True,13,242,5.0,0.08069118857383728,0.0,0.38461538461538464,0.15384615384615385,109.60086676329408
BraTS-GLI-02498-101,gmm_2d,small,multifocal,2.0,1,404.0,404,154166,0.00411464061590218,0.0020615616004978866,381.5990099009901,,True,13,125,5.0,0.048809029161930084,0.0,0.38461538461538464,0.07692307692307693,109.80437149767764
BraTS-GLI-02498-101,variational_spline,small,multifocal,2.0,1,404.0,404,246259,0.001986516015778613,0.0009942455502438944,609.5519801980198,,True,13,1,1.0,9.922739991452545e-05,0.0,0.07692307692307693,0.0,109.69958978957031
BraTS-GLI-02549-102,otsu_T1c,medium,unifocal,2.0,1,4065.0,4065,536503,0.012553462284115966,0.006316377344440825,131.9810578105781,,True,1,1,1.0,0.012553461827337742,0.012553461827337742,1.0,0.0,101.40019723846694
BraTS-GLI-02549-102,gmm_T1c,medium,unifocal,2.0,1,4065.0,4065,602545,0.011678013880417401,0.005873301186599189,148.22755227552275,,True,1,1,1.0,0.011678013950586319,0.011678013950586319,1.0,0.0,101.7152889196113
BraTS-GLI-02549-102,sustraccion,medium,unifocal,2.0,1,4065.0,4065,63732,0.11354484711712907,0.06018952899230625,15.678228782287823,,True,1,274,1.0,0.13488225638866425,0.13488225638866425,1.0,1.0,94.78396488858229
BraTS-GLI-02549-102,gmm_2d,medium,unifocal,2.0,1,4065.0,4065,68443,0.10809841672643018,0.05713744186385572,16.837146371463714,,True,1,100,1.0,0.12854447960853577,0.12854447960853577,1.0,1.0,94.01223316981296
BraTS-GLI-02549-102,variational_spline,medium,unifocal,2.0,1,4065.0,4065,140277,0.055714899336298515,0.028655725087477997,34.50848708487085,,True,1,1,1.0,0.05571489781141281,0.05571489781141281,1.0,0.0,96.8039255402383
BraTS-GLI-02553-101,otsu_T1c,large,multifocal,3.0,1,21553.0,21553,16783,0.07627295492487479,0.039648532841568586,0.7786851018419709,,True,6,1,1.0,0.012265663594007492,0.0,0.16666666666666666,0.0,40.43389309845715
BraTS-GLI-02553-101,gmm_T1c,large,multifocal,3.0,1,21553.0,21553,20003,0.13466166137260563,0.07219154755147325,0.9280842574119612,,True,6,1,1.0,0.022008486092090607,0.0,0.16666666666666666,0.16666666666666666,39.166278701474425
BraTS-GLI-02553-101,sustraccion,large,multifocal,3.0,1,21553.0,21553,78974,0.35777452823619527,0.217859565807327,3.6641766807405003,,True,6,147,1.0,0.06851333379745483,0.0,0.16666666666666666,0.16666666666666666,66.04770993732954
BraTS-GLI-02553-101,gmm_2d,large,multifocal,3.0,1,21553.0,21553,152727,0.2453178792747303,0.13980759043315044,7.086113302092516,,True,6,91,1.0,0.047536496073007584,0.0,0.16666666666666666,0.16666666666666666,69.55573304911681
BraTS-GLI-02553-101,variational_spline,large,multifocal,3.0,1,21553.0,21553,20009,0.13464222125980463,0.07218037354246208,0.9283626409316569,,True,6,1,1.0,0.02200530283153057,0.0,0.16666666666666666,0.16666666666666666,39.230090491866065
BraTS-GLI-02558-101,otsu_T1c,medium,multifocal,2.0,1,4525.0,4525,476803,0.01680351028820264,0.008472942734304942,105.37082872928177,,True,14,1,1.0,0.0007347267237491906,0.0,0.07142857142857142,0.0,62.976185975335156
BraTS-GLI-02558-101,gmm_T1c,medium,multifocal,2.0,1,4525.0,4525,4530,0.0909994478188846,0.04766863357630453,1.0011049723756906,,False,14,1,1.0,0.007953668013215065,0.0,0.07142857142857142,0.07142857142857142,50.35076749190856
BraTS-GLI-02558-101,sustraccion,medium,multifocal,2.0,1,4525.0,4525,49921,0.09154024170737979,0.0479655079493398,11.032265193370165,,True,14,277,5.0,0.09969384223222733,0.0,0.35714285714285715,0.21428571428571427,60.24533162644221
BraTS-GLI-02558-101,gmm_2d,medium,multifocal,2.0,1,4525.0,4525,95743,0.07914788367175968,0.04120456905503635,21.158674033149172,,True,14,189,4.0,0.07893729209899902,0.0,0.2857142857142857,0.21428571428571427,60.81118318204309
BraTS-GLI-02558-101,variational_spline,medium,multifocal,2.0,1,4525.0,4525,4530,0.0909994478188846,0.04766863357630453,1.0011049723756906,,False,14,1,1.0,0.007953668013215065,0.0,0.07142857142857142,0.07142857142857142,50.35076749190856
BraTS-GLI-02561-101,otsu_T1c,small,unifocal,2.0,1,299.0,299,10684,0.0,0.0,35.7324414715719,,True,1,1,0.0,0.0,0.0,0.0,0.0,93.1933474020544
BraTS-GLI-02561-101,gmm_T1c,small,unifocal,2.0,1,299.0,299,11968,0.0,0.0,40.02675585284281,,True,1,1,0.0,0.0,0.0,0.0,0.0,93.22016949137134
BraTS-GLI-02561-101,sustraccion,small,unifocal,2.0,1,299.0,299,60182,0.009887402655379376,0.004968262935761523,201.27759197324414,,True,1,174,1.0,0.011571655049920082,0.011571655049920082,1.0,0.0,90.31970988122073
BraTS-GLI-02561-101,gmm_2d,small,unifocal,2.0,1,299.0,299,79805,0.007465295116348747,0.003746632416515256,266.90635451505017,,True,1,63,1.0,0.008980597369372845,0.008980597369372845,1.0,0.0,91.27431182978046
BraTS-GLI-02561-101,variational_spline,small,unifocal,2.0,1,299.0,299,11969,0.0,0.0,40.03010033444816,,True,1,1,0.0,0.0,0.0,0.0,0.0,93.22016949137134
BraTS-GLI-02635-100,otsu_T1c,absent,unifocal,4.0,0,0.0,0,464359,,,,False,True,0,1,,,,,,
BraTS-GLI-02635-100,gmm_T1c,absent,unifocal,4.0,0,0.0,0,498518,,,,False,True,0,1,,,,,,
BraTS-GLI-02635-100,sustraccion,absent,unifocal,4.0,0,0.0,0,57627,,,,False,True,0,221,,,,,,
BraTS-GLI-02635-100,gmm_2d,absent,unifocal,4.0,0,0.0,0,56855,,,,False,True,0,80,,,,,,
BraTS-GLI-02635-100,variational_spline,absent,unifocal,4.0,0,0.0,0,142154,,,,False,True,0,1,,,,,,
BraTS-GLI-02664-100,otsu_T1c,absent,unifocal,2.0,0,0.0,0,578786,,,,False,True,0,1,,,,,,
BraTS-GLI-02664-100,gmm_T1c,absent,unifocal,2.0,0,0.0,0,10389,,,,False,True,0,1,,,,,,
BraTS-GLI-02664-100,sustraccion,absent,unifocal,2.0,0,0.0,0,121818,,,,False,True,0,232,,,,,,
BraTS-GLI-02664-100,gmm_2d,absent,unifocal,2.0,0,0.0,0,118988,,,,False,True,0,131,,,,,,
BraTS-GLI-02664-100,variational_spline,absent,unifocal,2.0,0,0.0,0,10389,,,,False,True,0,1,,,,,,
BraTS-GLI-02699-100,otsu_T1c,large,multifocal,2.0,1,14387.0,14387,21372,0.0,0.0,1.4855077500521303,,True,6,1,0.0,0.0,0.0,0.0,0.0,92.22255689363638
BraTS-GLI-02699-100,gmm_T1c,large,multifocal,2.0,1,14387.0,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,6,1,1.0,0.04258545860648155,0.0,0.16666666666666666,0.16666666666666666,91.68151390855407
BraTS-GLI-02699-100,sustraccion,large,multifocal,2.0,1,14387.0,14387,108675,0.19703889096552957,0.10928626800555265,7.553694307360812,,True,6,226,4.0,0.34872695803642273,0.1804836392402649,0.6666666666666666,0.6666666666666666,97.16995420396162
BraTS-GLI-02699-100,gmm_2d,large,multifocal,2.0,1,14387.0,14387,119359,0.20960626859868706,0.11707272256512624,8.296309167998889,,True,6,176,5.0,0.33840465545654297,0.4024217426776886,0.8333333333333334,0.6666666666666666,97.78547949465708
BraTS-GLI-02699-100,variational_spline,large,multifocal,2.0,1,14387.0,14387,29115,0.25304583697301275,0.14484972893310175,2.0237019531521514,,True,6,1,1.0,0.04258348047733307,0.0,0.16666666666666666,0.16666666666666666,91.68424073961675
BraTS-GLI-02701-100,otsu_T1c,absent,unifocal,3.0,0,0.0,0,24591,,,,False,True,0,1,,,,,,
BraTS-GLI-02701-100,gmm_T1c,absent,unifocal,3.0,0,0.0,0,27803,,,,False,True,0,1,,,,,,
BraTS-GLI-02701-100,sustraccion,absent,unifocal,3.0,0,0.0,0,118798,,,,False,True,0,285,,,,,,
BraTS-GLI-02701-100,gmm_2d,absent,unifocal,3.0,0,0.0,0,123218,,,,False,True,0,387,,,,,,
BraTS-GLI-02701-100,variational_spline,absent,unifocal,3.0,0,0.0,0,27798,,,,False,True,0,1,,,,,,
BraTS-GLI-02744-100,otsu_T1c,small,unifocal,3.0,1,68.0,68,13696,0.0,0.0,201.41176470588235,,True,1,1,0.0,0.0,0.0,0.0,0.0,123.29821570456706
BraTS-GLI-02744-100,gmm_T1c,small,unifocal,3.0,1,68.0,68,18359,0.0,0.0,269.9852941176471,,True,1,1,0.0,0.0,0.0,0.0,0.0,123.10402103928523
BraTS-GLI-02744-100,sustraccion,small,unifocal,3.0,1,68.0,68,90645,0.0011464729421361878,0.0005735652595934305,1333.014705882353,,True,1,231,1.0,0.0013053191360086203,0.0013053191360086203,1.0,0.0,120.3204055844228
