case_id,metodo,dice_ET,jaccard_ET,vol_GT,vol_pred,guard_branch,guard_reason,tiempo_s,case_wall_s,shared_preproc_s,process,fold,stratum,vol_bin,focality,confound_bin,et_present,et_mm3,et_num_components,rc_present,et_to_rc_min_mm,enh_confound_risk
BraTS-GLI-02208-100,variational_spline,0.0,0.0,0,19993,ROI-fallback,final_equals_init_no_collapse,0.3216,17.4596,4.9619,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02216-100,otsu_T1c,0.0,0.0,4202,7148,,,0.2655,35.1461,3.7464,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4202.0,2,1,1.0,0.9973
BraTS-GLI-02216-100,gmm_T1c,0.0198,0.01,4202,9671,,,3.1673,35.1461,3.7464,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4202.0,2,1,1.0,0.9973
BraTS-GLI-02216-100,sustraccion,0.0385,0.0197,4202,78915,,,0.2291,35.1461,3.7464,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4202.0,2,1,1.0,0.9973
BraTS-GLI-02216-100,gmm_2d,0.0381,0.0194,4202,93214,,,8.4598,35.1461,3.7464,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4202.0,2,1,1.0,0.9973
BraTS-GLI-02216-100,variational_spline,0.0198,0.01,4202,9671,collapse-detected,empty_prediction,19.278,35.1461,3.7464,1,1.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4202.0,2,1,1.0,0.9973
BraTS-GLI-02217-100,otsu_T1c,0.0,0.0,2,7517,,,0.2325,32.3275,3.7624,1,4.0,small|unifocal|no_rc,small,unifocal,no_rc,1,2.0,1,0,,1.0
BraTS-GLI-02217-100,gmm_T1c,0.0,0.0,2,6441,,,3.1003,32.3275,3.7624,1,4.0,small|unifocal|no_rc,small,unifocal,no_rc,1,2.0,1,0,,1.0
BraTS-GLI-02217-100,sustraccion,0.0001,0.0,2,67586,,,0.2277,32.3275,3.7624,1,4.0,small|unifocal|no_rc,small,unifocal,no_rc,1,2.0,1,0,,1.0
BraTS-GLI-02217-100,gmm_2d,0.0,0.0,2,70200,,,7.1191,32.3275,3.7624,1,4.0,small|unifocal|no_rc,small,unifocal,no_rc,1,2.0,1,0,,1.0
BraTS-GLI-02217-100,variational_spline,0.0,0.0,2,6441,collapse-detected,empty_prediction,17.8854,32.3275,3.7624,1,4.0,small|unifocal|no_rc,small,unifocal,no_rc,1,2.0,1,0,,1.0
BraTS-GLI-02220-102,otsu_T1c,0.0,0.0,0,454265,,,0.2379,33.6415,17.9494,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02220-102,gmm_T1c,0.0,0.0,0,1046839,,,6.0035,33.6415,17.9494,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02220-102,sustraccion,0.0,0.0,0,53831,,,0.2233,33.6415,17.9494,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02220-102,gmm_2d,0.0,0.0,0,74455,,,8.7853,33.6415,17.9494,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02220-102,variational_spline,0.0,0.0,0,151459,evolved,accepted,0.4421,33.6415,17.9494,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02221-100,otsu_T1c,0.0,0.0,6451,14781,,,0.2423,59.7703,3.0924,1,2.0,medium|multifocal|no_rc,medium,multifocal,no_rc,1,6451.0,2,0,,1.0
BraTS-GLI-02221-100,gmm_T1c,0.0,0.0,6451,16525,,,2.4278,59.7703,3.0924,1,2.0,medium|multifocal|no_rc,medium,multifocal,no_rc,1,6451.0,2,0,,1.0
BraTS-GLI-02221-100,sustraccion,0.0875,0.0458,6451,71448,,,0.2336,59.7703,3.0924,1,2.0,medium|multifocal|no_rc,medium,multifocal,no_rc,1,6451.0,2,0,,1.0
BraTS-GLI-02221-100,gmm_2d,0.1262,0.0673,6451,77458,,,10.6292,59.7703,3.0924,1,2.0,medium|multifocal|no_rc,medium,multifocal,no_rc,1,6451.0,2,0,,1.0
BraTS-GLI-02221-100,variational_spline,0.0,0.0,6451,16533,collapse-detected,empty_prediction,43.145,59.7703,3.0924,1,2.0,medium|multifocal|no_rc,medium,multifocal,no_rc,1,6451.0,2,0,,1.0
BraTS-GLI-02227-100,otsu_T1c,0.0,0.0,0,7462,,,0.2475,28.7636,1.9979,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02227-100,gmm_T1c,0.0,0.0,0,7234,,,1.3734,28.7636,1.9979,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02227-100,sustraccion,0.0,0.0,0,68235,,,0.2237,28.7636,1.9979,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02227-100,gmm_2d,0.0,0.0,0,87608,,,4.2894,28.7636,1.9979,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02227-100,variational_spline,0.0,0.0,0,7234,collapse-detected,empty_prediction,20.6317,28.7636,1.9979,1,1.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02229-100,otsu_T1c,0.0,0.0,0,13528,,,0.2359,53.7814,4.9354,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02229-100,gmm_T1c,0.0,0.0,0,14117,,,4.1714,53.7814,4.9354,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02229-100,sustraccion,0.0,0.0,0,77112,,,0.2325,53.7814,4.9354,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02229-100,gmm_2d,0.0,0.0,0,148186,,,6.9731,53.7814,4.9354,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02229-100,variational_spline,0.0,0.0,0,14118,collapse-detected,empty_prediction,37.2332,53.7814,4.9354,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02230-100,otsu_T1c,0.0,0.0,0,7981,,,0.2294,27.0328,17.2176,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02230-100,gmm_T1c,0.0,0.0,0,1152995,,,3.8725,27.0328,17.2176,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02230-100,sustraccion,0.0,0.0,0,73128,,,0.2253,27.0328,17.2176,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02230-100,gmm_2d,0.0,0.0,0,93089,,,5.0991,27.0328,17.2176,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02230-100,variational_spline,0.0,0.0,0,184551,evolved,accepted,0.3889,27.0328,17.2176,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02238-102,otsu_T1c,0.0,0.0,26,10849,,,0.2277,45.9599,2.1148,1,4.0,small|unifocal|far_rc,small,unifocal,far_rc,1,26.0,1,1,1.0,1.0
BraTS-GLI-02238-102,gmm_T1c,0.0,0.0,26,10634,,,1.4693,45.9599,2.1148,1,4.0,small|unifocal|far_rc,small,unifocal,far_rc,1,26.0,1,1,1.0,1.0
BraTS-GLI-02238-102,sustraccion,0.0,0.0,26,81434,,,0.2239,45.9599,2.1148,1,4.0,small|unifocal|far_rc,small,unifocal,far_rc,1,26.0,1,1,1.0,1.0
BraTS-GLI-02238-102,gmm_2d,0.0003,0.0001,26,168267,,,5.6915,45.9599,2.1148,1,4.0,small|unifocal|far_rc,small,unifocal,far_rc,1,26.0,1,1,1.0,1.0
BraTS-GLI-02238-102,variational_spline,0.0,0.0,26,10636,collapse-detected,empty_prediction,36.2327,45.9599,2.1148,1,4.0,small|unifocal|far_rc,small,unifocal,far_rc,1,26.0,1,1,1.0,1.0
BraTS-GLI-02243-101,otsu_T1c,0.0,0.0,2,9214,,,0.2379,38.5143,2.1367,1,0.0,small|unifocal|far_rc,small,unifocal,far_rc,1,2.0,1,1,1.0,1.0
BraTS-GLI-02243-101,gmm_T1c,0.0,0.0,2,10263,,,1.5803,38.5143,2.1367,1,0.0,small|unifocal|far_rc,small,unifocal,far_rc,1,2.0,1,1,1.0,1.0
BraTS-GLI-02243-101,sustraccion,0.0,0.0,2,85396,,,0.2316,38.5143,2.1367,1,0.0,small|unifocal|far_rc,small,unifocal,far_rc,1,2.0,1,1,1.0,1.0
BraTS-GLI-02243-101,gmm_2d,0.0,0.0,2,121420,,,5.4905,38.5143,2.1367,1,0.0,small|unifocal|far_rc,small,unifocal,far_rc,1,2.0,1,1,1.0,1.0
BraTS-GLI-02243-101,variational_spline,0.0,0.0,2,10263,collapse-detected,empty_prediction,28.8373,38.5143,2.1367,1,0.0,small|unifocal|far_rc,small,unifocal,far_rc,1,2.0,1,1,1.0,1.0
BraTS-GLI-02245-100,otsu_T1c,0.0,0.0,0,18535,,,0.2687,17.8216,4.5529,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02245-100,gmm_T1c,0.0,0.0,0,19865,,,3.887,17.8216,4.5529,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02245-100,sustraccion,0.0,0.0,0,52092,,,0.2221,17.8216,4.5529,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02245-100,gmm_2d,0.0,0.0,0,177358,,,8.5668,17.8216,4.5529,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02245-100,variational_spline,0.0,0.0,0,19868,ROI-fallback,final_equals_init_no_collapse,0.324,17.8216,4.5529,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02245-103,otsu_T1c,0.0,0.0,1089,12908,,,0.2561,50.3365,2.3124,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1089.0,3,1,1.0,1.0
BraTS-GLI-02245-103,gmm_T1c,0.0446,0.0228,1089,14309,,,1.7351,50.3365,2.3124,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1089.0,3,1,1.0,1.0
BraTS-GLI-02245-103,sustraccion,0.0213,0.0108,1089,74106,,,0.2342,50.3365,2.3124,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1089.0,3,1,1.0,1.0
BraTS-GLI-02245-103,gmm_2d,0.0178,0.009,1089,114493,,,5.9068,50.3365,2.3124,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1089.0,3,1,1.0,1.0
BraTS-GLI-02245-103,variational_spline,0.0445,0.0228,1089,14312,collapse-detected,empty_prediction,39.8918,50.3365,2.3124,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,1089.0,3,1,1.0,1.0
BraTS-GLI-02247-100,otsu_T1c,0.0,0.0,8,18791,,,0.2553,14.4717,4.8764,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,8.0,1,1,1.0,1.0
BraTS-GLI-02247-100,gmm_T1c,0.0,0.0,8,21386,,,4.2417,14.4717,4.8764,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,8.0,1,1,1.0,1.0
BraTS-GLI-02247-100,sustraccion,0.0,0.0,8,119972,,,0.2255,14.4717,4.8764,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,8.0,1,1,1.0,1.0
BraTS-GLI-02247-100,gmm_2d,0.0,0.0,8,1036679,,,4.5492,14.4717,4.8764,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,8.0,1,1,1.0,1.0
BraTS-GLI-02247-100,variational_spline,0.0,0.0,8,21345,evolved,accepted,0.3235,14.4717,4.8764,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,8.0,1,1,1.0,1.0
BraTS-GLI-02247-103,otsu_T1c,0.0,0.0,18,10611,,,0.2684,28.5539,18.6365,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,18.0,1,1,1.0,1.0
BraTS-GLI-02247-103,gmm_T1c,0.0,0.0,18,1249231,,,4.5629,28.5539,18.6365,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,18.0,1,1,1.0,1.0
BraTS-GLI-02247-103,sustraccion,0.0,0.0,18,73118,,,0.2295,28.5539,18.6365,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,18.0,1,1,1.0,1.0
BraTS-GLI-02247-103,gmm_2d,0.0,0.0,18,79417,,,4.4625,28.5539,18.6365,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,18.0,1,1,1.0,1.0
BraTS-GLI-02247-103,variational_spline,0.0,0.0,18,173580,evolved,accepted,0.3941,28.5539,18.6365,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,18.0,1,1,1.0,1.0
BraTS-GLI-02248-102,otsu_T1c,0.0,0.0,0,11100,,,0.2581,40.1367,2.8033,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02248-102,gmm_T1c,0.0,0.0,0,12388,,,2.2306,40.1367,2.8033,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02248-102,sustraccion,0.0,0.0,0,65089,,,0.2535,40.1367,2.8033,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02248-102,gmm_2d,0.0,0.0,0,123514,,,5.8981,40.1367,2.8033,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02248-102,variational_spline,0.0,0.0,0,12388,collapse-detected,empty_prediction,28.6931,40.1367,2.8033,1,0.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02285-100,otsu_T1c,0.0,0.0,8920,14772,,,0.2683,51.5596,2.7764,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,8920.0,2,1,1.0,0.9975
BraTS-GLI-02285-100,gmm_T1c,0.0116,0.0058,8920,21811,,,2.2024,51.5596,2.7764,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,8920.0,2,1,1.0,0.9975
BraTS-GLI-02285-100,sustraccion,0.1605,0.0872,8920,79173,,,0.2563,51.5596,2.7764,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,8920.0,2,1,1.0,0.9975
BraTS-GLI-02285-100,gmm_2d,0.0347,0.0177,8920,137655,,,10.0237,51.5596,2.7764,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,8920.0,2,1,1.0,0.9975
BraTS-GLI-02285-100,variational_spline,0.0116,0.0058,8920,21816,collapse-detected,empty_prediction,36.0325,51.5596,2.7764,1,0.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,8920.0,2,1,1.0,0.9975
BraTS-GLI-02300-101,otsu_T1c,0.0,0.0,12673,15208,,,0.2654,54.2837,3.4179,1,1.0,large|unifocal|far_rc,large,unifocal,far_rc,1,12673.0,1,1,1.0,1.0
BraTS-GLI-02300-101,gmm_T1c,0.0,0.0,12673,22582,,,2.7575,54.2837,3.4179,1,1.0,large|unifocal|far_rc,large,unifocal,far_rc,1,12673.0,1,1,1.0,1.0
BraTS-GLI-02300-101,sustraccion,0.2477,0.1414,12673,80214,,,0.2189,54.2837,3.4179,1,1.0,large|unifocal|far_rc,large,unifocal,far_rc,1,12673.0,1,1,1.0,1.0
BraTS-GLI-02300-101,gmm_2d,0.0216,0.0109,12673,197943,,,10.653,54.2837,3.4179,1,1.0,large|unifocal|far_rc,large,unifocal,far_rc,1,12673.0,1,1,1.0,1.0
BraTS-GLI-02300-101,variational_spline,0.0,0.0,12673,22584,collapse-detected,empty_prediction,36.9708,54.2837,3.4179,1,1.0,large|unifocal|far_rc,large,unifocal,far_rc,1,12673.0,1,1,1.0,1.0
BraTS-GLI-02306-100,otsu_T1c,0.8167,0.6902,31760,22101,,,0.2751,28.4667,3.4556,1,3.0,large|unifocal|no_rc,large,unifocal,no_rc,1,31760.0,1,0,,1.0
BraTS-GLI-02306-100,gmm_T1c,0.8615,0.7567,31760,35197,,,3.0189,28.4667,3.4556,1,3.0,large|unifocal|no_rc,large,unifocal,no_rc,1,31760.0,1,0,,1.0
BraTS-GLI-02306-100,sustraccion,0.453,0.2928,31760,102451,,,0.2255,28.4667,3.4556,1,3.0,large|unifocal|no_rc,large,unifocal,no_rc,1,31760.0,1,0,,1.0
BraTS-GLI-02306-100,gmm_2d,0.0272,0.0138,31760,245111,,,10.0633,28.4667,3.4556,1,3.0,large|unifocal|no_rc,large,unifocal,no_rc,1,31760.0,1,0,,1.0
BraTS-GLI-02306-100,variational_spline,0.8533,0.7442,31760,26502,evolved,accepted,11.4284,28.4667,3.4556,1,3.0,large|unifocal|no_rc,large,unifocal,no_rc,1,31760.0,1,0,,1.0
BraTS-GLI-02307-101,otsu_T1c,0.0,0.0,10974,20090,,,0.272,63.6572,3.3696,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10974.0,7,1,1.0,1.0
BraTS-GLI-02307-101,gmm_T1c,0.0011,0.0005,10974,29882,,,2.8803,63.6572,3.3696,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10974.0,7,1,1.0,1.0
BraTS-GLI-02307-101,sustraccion,0.1225,0.0653,10974,100070,,,0.2197,63.6572,3.3696,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10974.0,7,1,1.0,1.0
BraTS-GLI-02307-101,gmm_2d,0.0718,0.0373,10974,290166,,,7.9426,63.6572,3.3696,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10974.0,7,1,1.0,1.0
BraTS-GLI-02307-101,variational_spline,0.0011,0.0005,10974,29882,collapse-detected,collapsed_small,48.9731,63.6572,3.3696,1,4.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,10974.0,7,1,1.0,1.0
BraTS-GLI-02344-100,otsu_T1c,0.0,0.0,5435,16642,,,0.2309,56.6983,2.558,1,0.0,medium|unifocal|no_rc,medium,unifocal,no_rc,1,5435.0,1,0,,1.0
BraTS-GLI-02344-100,gmm_T1c,0.0,0.0,5435,23601,,,1.8967,56.6983,2.558,1,0.0,medium|unifocal|no_rc,medium,unifocal,no_rc,1,5435.0,1,0,,1.0
BraTS-GLI-02344-100,sustraccion,0.1351,0.0725,5435,72366,,,0.2255,56.6983,2.558,1,0.0,medium|unifocal|no_rc,medium,unifocal,no_rc,1,5435.0,1,0,,1.0
BraTS-GLI-02344-100,gmm_2d,0.1439,0.0775,5435,41975,,,5.9101,56.6983,2.558,1,0.0,medium|unifocal|no_rc,medium,unifocal,no_rc,1,5435.0,1,0,,1.0
BraTS-GLI-02344-100,variational_spline,0.0,0.0,5435,23604,collapse-detected,empty_prediction,45.8772,56.6983,2.558,1,0.0,medium|unifocal|no_rc,medium,unifocal,no_rc,1,5435.0,1,0,,1.0
BraTS-GLI-02382-100,otsu_T1c,0.6972,0.5352,23526,15158,,,0.2451,48.963,3.2342,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,23526.0,3,1,1.0,1.0
BraTS-GLI-02382-100,gmm_T1c,0.5475,0.377,23526,45390,,,2.5646,48.963,3.2342,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,23526.0,3,1,1.0,1.0
BraTS-GLI-02382-100,sustraccion,0.3656,0.2237,23526,97529,,,0.2235,48.963,3.2342,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,23526.0,3,1,1.0,1.0
BraTS-GLI-02382-100,gmm_2d,0.0254,0.0129,23526,258555,,,11.2567,48.963,3.2342,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,23526.0,3,1,1.0,1.0
BraTS-GLI-02382-100,variational_spline,0.5494,0.3788,23526,45555,collapse-detected,collapsed_small,31.4389,48.963,3.2342,1,4.0,large|multifocal|far_rc,large,multifocal,far_rc,1,23526.0,3,1,1.0,1.0
BraTS-GLI-02498-101,otsu_T1c,0.0009,0.0005,404,838142,,,0.2797,36.6523,16.2366,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,404.0,4,1,1.0,1.0
BraTS-GLI-02498-101,gmm_T1c,0.0001,0.0001,404,1308551,,,9.2193,36.6523,16.2366,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,404.0,4,1,1.0,1.0
BraTS-GLI-02498-101,sustraccion,0.0028,0.0014,404,129960,,,0.2374,36.6523,16.2366,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,404.0,4,1,1.0,1.0
BraTS-GLI-02498-101,gmm_2d,0.0041,0.0021,404,154166,,,10.3621,36.6523,16.2366,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,404.0,4,1,1.0,1.0
BraTS-GLI-02498-101,variational_spline,0.002,0.001,404,246259,evolved,accepted,0.3171,36.6523,16.2366,1,2.0,small|multifocal|far_rc,small,multifocal,far_rc,1,404.0,4,1,1.0,1.0
BraTS-GLI-02549-102,otsu_T1c,0.0126,0.0063,4065,536503,,,0.2709,25.8288,12.1267,1,2.0,medium|unifocal|far_rc,medium,unifocal,far_rc,1,4065.0,1,1,1.0,0.9131
BraTS-GLI-02549-102,gmm_T1c,0.0117,0.0059,4065,602545,,,2.575,25.8288,12.1267,1,2.0,medium|unifocal|far_rc,medium,unifocal,far_rc,1,4065.0,1,1,1.0,0.9131
BraTS-GLI-02549-102,sustraccion,0.1135,0.0602,4065,63732,,,0.2237,25.8288,12.1267,1,2.0,medium|unifocal|far_rc,medium,unifocal,far_rc,1,4065.0,1,1,1.0,0.9131
BraTS-GLI-02549-102,gmm_2d,0.1081,0.0571,4065,68443,,,10.2173,25.8288,12.1267,1,2.0,medium|unifocal|far_rc,medium,unifocal,far_rc,1,4065.0,1,1,1.0,0.9131
BraTS-GLI-02549-102,variational_spline,0.0557,0.0287,4065,140277,evolved,accepted,0.4152,25.8288,12.1267,1,2.0,medium|unifocal|far_rc,medium,unifocal,far_rc,1,4065.0,1,1,1.0,0.9131
BraTS-GLI-02553-101,otsu_T1c,0.0763,0.0396,21553,16783,,,0.2657,33.3818,2.2046,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,21553.0,2,1,1.0,0.9529
BraTS-GLI-02553-101,gmm_T1c,0.1347,0.0722,21553,20003,,,1.6637,33.3818,2.2046,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,21553.0,2,1,1.0,0.9529
BraTS-GLI-02553-101,sustraccion,0.3578,0.2179,21553,78974,,,0.2245,33.3818,2.2046,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,21553.0,2,1,1.0,0.9529
BraTS-GLI-02553-101,gmm_2d,0.2453,0.1398,21553,152727,,,12.4786,33.3818,2.2046,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,21553.0,2,1,1.0,0.9529
BraTS-GLI-02553-101,variational_spline,0.1346,0.0722,21553,20009,collapse-detected,empty_prediction,16.5447,33.3818,2.2046,1,3.0,large|multifocal|far_rc,large,multifocal,far_rc,1,21553.0,2,1,1.0,0.9529
BraTS-GLI-02558-101,otsu_T1c,0.0168,0.0085,4525,476803,,,0.2726,23.1246,3.7737,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4525.0,7,1,1.0,0.9799
BraTS-GLI-02558-101,gmm_T1c,0.091,0.0477,4525,4530,,,2.5614,23.1246,3.7737,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4525.0,7,1,1.0,0.9799
BraTS-GLI-02558-101,sustraccion,0.0915,0.048,4525,49921,,,0.2219,23.1246,3.7737,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4525.0,7,1,1.0,0.9799
BraTS-GLI-02558-101,gmm_2d,0.0791,0.0412,4525,95743,,,6.6473,23.1246,3.7737,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4525.0,7,1,1.0,0.9799
BraTS-GLI-02558-101,variational_spline,0.091,0.0477,4525,4530,collapse-detected,empty_prediction,9.6476,23.1246,3.7737,1,2.0,medium|multifocal|far_rc,medium,multifocal,far_rc,1,4525.0,7,1,1.0,0.9799
BraTS-GLI-02561-101,otsu_T1c,0.0,0.0,299,10684,,,0.9856,21.4677,1.9648,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,299.0,1,1,1.0,1.0
BraTS-GLI-02561-101,gmm_T1c,0.0,0.0,299,11968,,,1.7487,21.4677,1.9648,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,299.0,1,1,1.0,1.0
BraTS-GLI-02561-101,sustraccion,0.0099,0.005,299,60182,,,0.2386,21.4677,1.9648,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,299.0,1,1,1.0,1.0
BraTS-GLI-02561-101,gmm_2d,0.0075,0.0037,299,79805,,,4.1199,21.4677,1.9648,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,299.0,1,1,1.0,1.0
BraTS-GLI-02561-101,variational_spline,0.0,0.0,299,11969,collapse-detected,empty_prediction,12.4101,21.4677,1.9648,1,2.0,small|unifocal|far_rc,small,unifocal,far_rc,1,299.0,1,1,1.0,1.0
BraTS-GLI-02635-100,otsu_T1c,0.0,0.0,0,464359,,,0.2636,66.0382,12.9433,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02635-100,gmm_T1c,0.0,0.0,0,498518,,,1.6246,66.0382,12.9433,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02635-100,sustraccion,0.0,0.0,0,57627,,,0.2366,66.0382,12.9433,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02635-100,gmm_2d,0.0,0.0,0,56855,,,8.6189,66.0382,12.9433,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02635-100,variational_spline,0.0,0.0,0,142154,collapse-detected,empty_prediction,42.3512,66.0382,12.9433,1,4.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,0,,
BraTS-GLI-02664-100,otsu_T1c,0.0,0.0,0,578786,,,0.2536,35.7515,3.4294,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02664-100,gmm_T1c,0.0,0.0,0,10389,,,2.8235,35.7515,3.4294,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02664-100,sustraccion,0.0,0.0,0,121818,,,0.2245,35.7515,3.4294,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02664-100,gmm_2d,0.0,0.0,0,118988,,,8.1979,35.7515,3.4294,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
BraTS-GLI-02664-100,variational_spline,0.0,0.0,0,10389,collapse-detected,empty_prediction,20.8227,35.7515,3.4294,1,2.0,absent|unifocal|no_rc,absent,unifocal,no_rc,0,0.0,0,1,,
