case_id,mode,run,method,hash,reference_hash,bit_identical_to_reference,dice,voxels
BraTS-GLI-00020-100,same_process,2,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,same_process,2,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,2,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,same_process,2,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,same_process,2,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,2,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,same_process,2,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,3,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,3,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,same_process,3,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,same_process,3,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,same_process,3,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,3,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,same_process,3,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,same_process,3,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,3,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,same_process,3,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,4,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,4,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,same_process,4,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,same_process,4,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,same_process,4,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,4,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,same_process,4,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,same_process,4,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,4,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,same_process,4,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,5,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,5,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,same_process,5,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,same_process,5,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,same_process,5,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,5,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,same_process,5,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,same_process,5,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,same_process,5,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,same_process,5,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,1,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,1,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,subprocess,1,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,subprocess,1,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,subprocess,1,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,1,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,subprocess,1,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,subprocess,1,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,1,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,subprocess,1,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,2,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,2,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,subprocess,2,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,subprocess,2,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,subprocess,2,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,2,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,subprocess,2,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,subprocess,2,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,2,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,subprocess,2,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,3,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,3,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,subprocess,3,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,subprocess,3,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,subprocess,3,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,3,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,subprocess,3,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,subprocess,3,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,3,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,subprocess,3,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,4,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,4,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,subprocess,4,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,subprocess,4,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,subprocess,4,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,4,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,subprocess,4,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,subprocess,4,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,4,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,subprocess,4,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,5,bspline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,5,fast_marching,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,8186bea1558bcf3d0f75c6d4dffa78280984889cc6945c6d64a4ed1d5afea1ef,True,0.0883,1915
BraTS-GLI-00020-100,subprocess,5,gmm_2d,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,d62f6eb5aff565687be0e184b6d4c077953ed8763aa13aadd8bbed772c22cb8f,True,0.14,243400
BraTS-GLI-00020-100,subprocess,5,gmm_T1c,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,e25ec103314a34bf99ca7276005e897c897f0c0f2f79dfad48dda3a6838ec657,True,0.1534,60185
BraTS-GLI-00020-100,subprocess,5,level_set,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,5,otsu_T1c,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,70e26b0ee92c588954b0666e6fd6b94c111f6341fcdcffc012fd9690ac25f5c5,True,0.0992,44498
BraTS-GLI-00020-100,subprocess,5,rango_doble,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,57dda255018c407961c1104b763cbb47043ba4e7b7e4b3ab25fba5079b05ddad,True,0.0961,387998
BraTS-GLI-00020-100,subprocess,5,spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
BraTS-GLI-00020-100,subprocess,5,sustraccion,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,bbae68999980d553a7eb76a8db8be7ab5a176a1862160ac552af8bc83220909e,True,0.185,135180
BraTS-GLI-00020-100,subprocess,5,variational_spline,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,8d5bb83d3c44c98bb6c4a9a26a3542f5c1f419e1cf2caa2e9d2b3be5d369d1ae,True,0.1535,60171
